text,author
"""I don't care for anything.",Charles Dickens
"I am not going to carry the young lady off, without her own consent.",Charles Dickens
Why do you cross me in this exigent?,William Shakespeare
"ORIGNY SAINTE-BENOÎTE   A BY-DAY   THE next day was Sunday, and the church bells had little rest; indeed, I do not think I remember anywhere else so great a choice of services as were here offered to the devout.",Robert Louis Stevenson
"The never-dying works of these illustrious persons your governor, sir, has devoted to unavoidable death, and your Highness is to be made believe that our age has never arrived at the honour to produce one single poet.",Jonathan Swift
"When all the sportsmen of a village shoot over the village territory pro indiviso, it is plain that many questions of etiquette and priority must arise.",Robert Louis Stevenson
"Awake, I say!",William Shakespeare
his second.,Lewis Caroll
How many votes does three hundred rupees’ worth of landed property carry?,Rudyard Kipling
"For, to be frank, the peasant woman is scarcely to be counted as a woman at all, and after having passed by such a succession of people in petticoats digging and hoeing and making dinner, this company of coquettes under arms made quite a surprising feature in the landscape, and convinced us at once of being fallible males.",Robert Louis Stevenson
*       *       *       *       *  Balbus's Essay.,Lewis Caroll
Near here the newly-landed waler is taught the whole duty of the trap-horse and careers madly in a brake.,Rudyard Kipling
sang out Stillman.,Mark_Twain
Talking of La Fère put us talking of the reservists.,Robert Louis Stevenson
And the Soul stood on the lonely beach and watched them.,Oscar Wilde
HAWTHORN.,Lewis Caroll
For example.,Charles Dickens
O you flatterers!,William Shakespeare
Mr. Britain shook his head.,Charles Dickens
"Now sit we close about this taper here, And call in question our necessities.",William Shakespeare
How much modesty has this creature?,Rudyard Kipling
"I confess with shame it was an unpardonable omission to proceed so far as I have already done before I had performed the due discourses, expostulatory, supplicatory, or deprecatory, with my good lords the critics.",Jonathan Swift
BRUTUS.,William Shakespeare
"They lead and they lead and they lead, and they cease not from leading till they come to the last circle of the Inferno a long, long, winding, quiet road.",Rudyard Kipling
"(replied He) My dear Susan, you cannot really think so!",Jane Austen
"And I hope the gentle reader will give some allowance to my great solicitudes in this important affair, upon account of that high esteem I have ever borne that honourable society, whereof I had some time the happiness to be an unworthy member.",Jonathan Swift
"Its trunk was painted with vermilion and turmeric, and over its ears it had a net of crimson silk cord.",Oscar Wilde
"In the good old days, the honorable the directors deported him or her who misbehaved grossly, and the white man preserved his izzat.",Rudyard Kipling
"My Curiosity was so much raised, that I was resolved at any rate to satisfy it.",Jane Austen
"I now proceed to sum up the singular adventures of my renowned Jack, the state of whose dispositions and fortunes the careful reader does, no doubt, most exactly remember, as I last parted with them in the conclusion of a former section.",Jonathan Swift
"When, Lucius, when?",William Shakespeare
We cared not a fraction for this place or that.,Robert Louis Stevenson
"All of a sudden, we came round a corner, and there, in a little green round the church, was a bevy of girls in Parisian costumes playing croquet.",Robert Louis Stevenson
Do you see?,Mark_Twain
"said Wells-Fargo's man, Ferguson.",Mark_Twain
"For I think it one of the greatest and best of human actions to remove prejudices and place things in their truest and fairest light, which I therefore boldly undertake, without any regards of my own beside the conscience, the honour, and the thanks.",Jonathan Swift
"He crept wearily down the ladder, and disappeared into the sea.",Oscar Wilde
"Hence brutes want neither smiths nor lawyers, magistrates nor joiners, soldiers or surgeons.",Jonathan Swift
The audience laughed in high good-humour over the man’s declamations; but they bridled and cried aloud under the woman’s pungent sallies.,Robert Louis Stevenson
As for me each word burnt a hole in me where it struck.,Mark_Twain
Calcutta seems full of “rising men”.,Rudyard Kipling
"The news buzzed from cabin to cabin, from claim to claim; tools were dropped, and the town swarmed toward the center of interest.",Mark_Twain
“Most immoral game this.,Rudyard Kipling
"“By no means, (said he) for what may be pretty in a Woman, may be very unpleasing in a Man”.",Jane Austen
"I have long sought after this opportunity of doing justice to a society of men for whom I have a peculiar honour, and whose opinions as well as practices have been extremely misrepresented and traduced by the malice or ignorance of their adversaries.",Jonathan Swift
It is not good to see a Government close to.,Rudyard Kipling
The room was quite empty.,Oscar Wilde
LUCIUS.,William Shakespeare
Miss Jane—(I repeated)—I could not think of words to suit my feelings—She seemed waiting for my speech—.,Jane Austen
"“They hung him in San Bernardino last week,” added Ferguson, clinching the matter, “whilst he was searching around after you.",Mark_Twain
"His Wife was Elizabeth Woodville, a Widow who, poor Woman!",Jane Austen
[They whisper.],William Shakespeare
"Certainly he had loved her madly, and to the ruin, many thought, of his country, then at war with England for the possession of the empire of the New World.",Oscar Wilde
And there is no escape from it.,Rudyard Kipling
"He started, and having attentively examined my features, raised me from the Ground and throwing his Grand-fatherly arms around my Neck, exclaimed, “Acknowledge thee!",Jane Austen
BRUTUS.,William Shakespeare
"And it was"".",Charles Dickens
"Beyond what little they please to reveal now and again in the newspapers, we know nothing about their life which touches so intimately the white on the one hand and the black on the other.",Rudyard Kipling
But lovely as I was the Graces of my Person were the least of my Perfections.,Jane Austen
"They did everything they could think of to comfort him, but nothing succeeded until Wells-Fargo Ferguson, who is a clever strategist, said,  “If it's only Sherlock Holmes that's troubling you, you needn't worry any more”.",Mark_Twain
"The Police depart, and in a few minutes the silent, well-ordered respectability of Old Council House Street, with the grim Free Kirk at the end of it, is reached.",Rudyard Kipling
"So they both stood at the stair-head with a pair of office-candles, watching him down; and when he had gone away, stood looking at each other.",Charles Dickens
"9, B No.",Lewis Caroll
"With analogy to these refinements, his common talk and conversation ran wholly in the praise of his Will, and he circumscribed the utmost of his eloquence within that compass, not daring to let slip a syllable without authority from thence.",Jonathan Swift
"He tugged at the thin ropes, and nearer and nearer came the circle of flat corks, and the net rose at last to the top of the water.",Oscar Wilde
‘What is Paris?,Robert Louis Stevenson
"And it reflecteth all things that are in heaven and on earth, save only the face of him who looketh into it.",Oscar Wilde
"Nothing would have astonished him so much, as to have known for certain from any third party, that it was she who managed the whole house, and made him, by her plain straightforward thrift, good-humour, honesty, and industry, a thriving man.",Charles Dickens
You talkee you no sabey what?,Lewis Caroll
"She tested her boy's gift in twenty ways, and kept saying to herself all the time, with her mind in the past: “He broke my father's heart, and night and day all these years I have tried, and all in vain, to think out a way to break his.",Mark_Twain
said the stranger.,Charles Dickens
"He was a sour creature, unsociable, and had no companionships.",Mark_Twain
"For though I have heard a considerable variety of sermons, I never yet heard one that was so expressive as a cathedral.",Robert Louis Stevenson
Cruel Henrietta to persist in such a resolution!,Jane Austen
"This expedient was admirable at first; our great Dryden has long carried it as far as it would go, and with incredible success.",Jonathan Swift
"He could not keep his eyes off her, and seemed to dance for her alone, and when at the close of the performance, remembering how she had seen the great ladies of the Court throw bouquets to Caffarelli, the famous Italian treble, whom the Pope had sent from his own chapel to Madrid that he might cure the King’s melancholy by the sweetness of his voice, she took out of her hair the beautiful white rose, and partly for a jest and partly to tease the Camerera, threw it to him across the arena with her sweetest smile, he took the whole matter quite seriously, and pressing the flower to his rough coarse lips he put his hand upon his heart, and sank on one knee before her, grinning from ear to ear, and with his little bright eyes sparkling with pleasure.",Oscar Wilde
"Here you may securely display your utmost rhetoric against mankind in the face of the world; tell them that all are gone astray; that there is none that doeth good, no, not one; that we live in the very dregs of time; that knavery and atheism are epidemic as the pox; that honesty is fled with Astræa; with any other common-places equally new and eloquent, which are furnished by the splendida bilis {56c}; and when you have done, the whole audience, far from being offended, shall return you thanks as a deliverer of precious and useful truths.",Jonathan Swift
"""Yes'm,"" said the girl, as she showed them out.",Lewis Caroll
The captured Chinaman dodges uneasily in the rear of the procession.,Rudyard Kipling
"Get thee gone to those who need thee, and leave me my servants.’  ‘Nay,’ answered Death, ‘but till thou hast given me a grain of corn I will not go.’  ‘I will not give thee anything,’ said Avarice.",Oscar Wilde
“You might knock about the city for a night and never cross the same line.,Rudyard Kipling
Yet to be silent would be cruel; she had intreated me to talk.,Jane Austen
"""Well!",Charles Dickens
"‘It is like a violin,’ cried one of the girls in an ecstasy.",Robert Louis Stevenson
"How Jack, having got rid of the old landlord, set up another to his mind, quarrelled with Martin, and turned him out of doors.",Jonathan Swift
In evidence a row of neat officers and seamen are sitting on a bench by the “hotel” door smoking.,Rudyard Kipling
"Now, if I know anything of mankind, these gentlemen might very well spare their reproof and correction, for there is not through all Nature another so callous and insensible a member as the world’s posteriors, whether you apply to it the toe or the birch.",Jonathan Swift
"“Right you are, Wells-Fargo!",Mark_Twain
"We flew into each others arms and after having exchanged vows of mutual Freindship for the rest of our Lives, instantly unfolded to each other the most inward secrets of our Hearts—.",Jane Austen
"Sometimes it sported with the holly-boughs; and, shining on the leaves by fits and starts, made them look as if they were in the cold winter night again, and fluttering in the wind.",Charles Dickens
"Lucius and Titinius, guard our door.",William Shakespeare
"""What hope remains?",Lewis Caroll
"These gentlemen pedlars, indeed!",Robert Louis Stevenson
"""Good Heaven, Mr.",Charles Dickens
"“There's the bunk,” said Mrs. Hogan; “there's where she was; it's where I laid her at seven o'clock; but where she is now, God only knows”.",Mark_Twain
"The Afghans have slain the black ox, and are marching to battle.",Oscar Wilde
"How are we to play?""",Lewis Caroll
CAESAR.,William Shakespeare
BRUTUS.,William Shakespeare
In every tower stands an archer with a bow in his hand.,Oscar Wilde
"Everybody was happy; everybody was complimentary; the ice was soon broken; songs, anecdotes, and more drinks followed, and the pregnant minutes flew.",Mark_Twain
CASCA.,William Shakespeare
"“'Catholic, your Honor.'",Mark_Twain
But now the landlady lit a lamp to see her new guests; I suppose the darkness was what saved us another expulsion; for I cannot say she looked gratified at our appearance.,Robert Louis Stevenson
"THE TRAVELLING MERCHANT   LIKE the lackeys in Molière’s farce, when the true nobleman broke in on their high life below stairs, we were destined to be confronted with a real pedlar.",Robert Louis Stevenson
"We assume, then, (x + y) + x = 2y; i.e.",Lewis Caroll
What are their pleasures and diversions?,Rudyard Kipling
"One evening his mother said she had something of grave importance to say to him, adding that he was old enough to hear it now, and old enough and possessed of character enough and stability enough to carry out a stern plan which she had been for years contriving and maturing.",Mark_Twain
"He fell heavily into the surf, and his companions galloped away.",Oscar Wilde
"After all, being in a Judge’s house, was there not something semi-official in the tribute?",Robert Louis Stevenson
You get entertainment pretty much in proportion as you give.,Robert Louis Stevenson
"But the beauty of the white flowers troubled him, and their odour was sweet in his nostrils, and there came another word into his lips, and he spake not of the wrath of God, but of the God whose name is Love.",Oscar Wilde
"What trash is Rome, What rubbish, and what offal, when it serves For the base matter to illuminate So vile a thing as Caesar!",William Shakespeare
"All day, we learned, people had been running out between the squalls to visit our two boats.",Robert Louis Stevenson
[Exit Lucius.],William Shakespeare
"In the evening a favourable opportunity offered to me of attempting at least to know what I wished to know, for every one played at Cards but Mrs Evelyn, My Mother, Dr Drayton, Miss Grenville and myself, and as the two former were engaged in a whispering Conversation, and the Doctor fell asleep, we were of necessity obliged to entertain each other.",Jane Austen
"He had sandals on his feet, one of soft serpent-skin and the other of birds’ plumage.",Oscar Wilde
He was Sophia’s cousin.,Jane Austen
"My Father started—“What noise is that,” (said he.)",Jane Austen
These men in the big room have its cast of face so strongly marked that one marvels what officers are doing by the river.,Rudyard Kipling
Surely thou shouldst have been with me.,Oscar Wilde
"Regard Titinius, And tell me what thou notest about the field.",William Shakespeare
"So that he looked like a drunken beau half rifled by bullies, or like a fresh tenant of Newgate when he has refused the payment of garnish, or like a discovered shoplifter left to the mercy of Exchange-women {111a}, or like a bawd in her old velvet petticoat resigned into the secular hands of the mobile {111b}.",Jonathan Swift
"""Mind what you say, my dear!""",Lewis Caroll
"I was not averse, liking the theatre so well, to sit out an act or two of the play, but I could never rightly make out the nature of the service I beheld.",Robert Louis Stevenson
"""Man's the creature of habit,"" said Mr. Britain, surveying her, over his saucer.",Charles Dickens
"I have chosen to relate this worthy matter in all its circumstances, because it gave a principal occasion to that great and famous rupture {98a} which happened about the same time among these brethren, and was never afterwards made up.",Jonathan Swift
Sir Steuart Bayley’s face is as set as the face of the Sphinx.,Rudyard Kipling
"They stood waiting a few minutes, then a great volume of smoke and rocks burst high into the air with a thunderous explosion; after a little there was a shower of descending stones; then all was serene again.",Mark_Twain
"Grace, my dear!",Charles Dickens
“Dang him”!,Mark_Twain
"Great Caesar,—  CAESAR.",William Shakespeare
"This discovery was also highly commended, upon which they fell once more to the scrutiny, and soon picked out S, H, O, U, L, D, E, R, when the same planet, enemy to their repose, had wonderfully contrived that a K was not to be found.",Jonathan Swift
"""I never was so provoked in all my life!""",Lewis Caroll
"I expected, indeed, to have heard of your Lordship’s bravery at the head of an army; of your undaunted courage in mounting a breach or scaling a wall; or to have had your pedigree traced in a lineal descent from the House of Austria; or of your wonderful talent at dress and dancing; or your profound knowledge in algebra, metaphysics, and the Oriental tongues: but to ply the world with an old beaten story of your wit, and eloquence, and learning, and wisdom, and justice, and politeness, and candour, and evenness of temper in all scenes of life; of that great discernment in discovering and readiness in favouring deserving men; with forty other common topics; I confess I have neither conscience nor countenance to do it.",Jonathan Swift
I can urge no reason why you should deal gently with me.,Charles Dickens
But top-hats are not intended to be worn in India.,Rudyard Kipling
"Yet they are all handsome—Lady Lesley indeed I have seen before; her Daughters I beleive would in general be said to have a finer face than her Ladyship, and yet what with the charms of a Blooming complexion, a little Affectation and a great deal of small-talk, (in each of which she is superior to the young Ladies) she will I dare say gain herself as many admirers as the more regular features of Matilda, and Margaret.",Jane Austen
"How Martin, being a bold, blustering fellow, accepted the challenge; how they met and fought, to the great diversion of the spectators; and, after giving one another broken heads and many bloody wounds and bruises, how they both drew off victorious, in which their example has been frequently imitated by great clerks and others since that time.",Jonathan Swift
BRUTUS.,William Shakespeare
He held up a charred match.,Mark_Twain
Must I budge?,William Shakespeare
"He does not precisely sing, of course; but then he looks so unassuming in his open landau!",Robert Louis Stevenson
Age?',Mark_Twain
"Half the pigtails have fled into the darkness, but the remainder, assured and trebly assured that the Police really mean “no pidgin,” return to the table and stand round while the croupier proceeds to manipulate the cowries, the little curved slip of bamboo and the soup-bowl.",Rudyard Kipling
Knowest thou not that I am Emperor of this city”?,Oscar Wilde
"""Did you notice that very old one, with a red face, who was drawing a map in the dust with his wooden leg, and all the others watching?",Lewis Caroll
"“Stop here in the road a moment, uncle,” said Fetlock, “while I run to my cabin; I won't be gone a minute”.",Mark_Twain
"And rectangular!""",Lewis Caroll
"And I hope this little panegyric will not be offensive to their ears, since it has the advantage of being only designed for themselves.",Jonathan Swift
"""If you're frightened out of your life by a lantern, Clemmy,"" said Mr. Britain, composedly blowing it out and hanging it up again, ""that apparition's very soon got rid of.",Charles Dickens
"The streets were left to people washing door-steps; nobody was in full dress but the cavaliers upon the town-hall; they were all washed with dew, spruce in their gilding, and full of intelligence and a sense of professional responsibility.",Robert Louis Stevenson
DECIUS.,William Shakespeare
"And therefore, in order to save the charges of all such expensive anatomy for the time to come, I do here think fit to inform the reader that in such conclusions as these reason is certainly in the right; and that in most corporeal beings which have fallen under my cognisance, the outside hath been infinitely preferable to the in, whereof I have been further convinced from some late experiments.",Jonathan Swift
my beloved Laura (cried Sophia) for pity’s sake forbear recalling to my remembrance the unhappy situation of my imprisoned Husband.,Jane Austen
"For, brothers, if you remember, we heard a fellow say when we were boys that he heard my father’s man say that he heard my father say that he would advise his sons to get gold lace on their coats as soon as ever they could procure money to buy it”.",Jonathan Swift
"He passes them as correct after having satisfied himself that they are not deserters from other ships, and they then sign articles for the voyage.",Rudyard Kipling
What becomes of the other pint?,Lewis Caroll
"The uproar shook the building, so hearty was the feeling the boys put into their welcome.",Mark_Twain
MESSALA.,William Shakespeare
But the villagers of Précy seemed delighted.,Robert Louis Stevenson
"‘As I came near them, the chief of the merchants rose up and drew his sword, and asked me my business.",Oscar Wilde
"his face was even as it had been, and his comeliness had come back to him, and he saw that in his eyes which he had not seen there before.",Oscar Wilde
When they saw that I did not sicken they grew afraid.,Oscar Wilde
"The universal affirmative ""everybody says he's a duck"" is crushed instantly by proving the particular negative ""Peter says he's a goose,"" which is equivalent to ""Peter does not say he's a duck"".",Lewis Caroll
"Any stroller must be dear to the right-thinking heart; if it were only as a living protest against offices and the mercantile spirit, and as something to remind us that life is not by necessity the kind of thing we generally make it.",Robert Louis Stevenson
Why dost thou show to the apt thoughts of men The things that are not?,William Shakespeare
"Here were all our old friends; the Deo Gratias of Condé and the Four Sons of Aymon journeyed cheerily down stream along with us; we exchanged waterside pleasantries with the steersman perched among the lumber, or the driver hoarse with bawling to his horses; and the children came and looked over the side as we paddled by.",Robert Louis Stevenson
"I rushed along his trail, and it led me to a wharf.",Mark_Twain
He never came here to do any marketing.,Rudyard Kipling
Here be big shops with plate-glass fronts all displaying the well-known names of firms that we savages only correspond with through the V. P. P. and Parcels Post.,Rudyard Kipling
"He left the hotel by a side entrance, and at the corner he turned up an unfrequented street and walked three blocks in a light rain and a heavy darkness, and got into a two-horse hack, which, of course, was waiting for him by appointment.",Mark_Twain
Enviable Mortal!,Jane Austen
He was a wandering violinist.,Robert Louis Stevenson
"However, being extremely solicitous that every accomplished person who has got into the taste of wit calculated for this present month of August 1697 should descend to the very bottom of all the sublime throughout this treatise, I hold it fit to lay down this general maxim.",Jonathan Swift
"He gathered a rag here, a splinter there, and a pinch of earth yonder, inspected them profoundly, and preserved them.",Mark_Twain
"Death himself had me by the heels, for this was his last ambuscado, and he must now join personally in the fray.",Robert Louis Stevenson
"Standing under the shadow of the doorway, at the extreme end of the room, he saw a little figure watching him.",Oscar Wilde
Amen”!,Rudyard Kipling
"But the great characteristic by which their chief sages were best distinguished was a certain position of countenance, which gave undoubted intelligence to what degree or proportion the spirit agitated the inward mass.",Jonathan Swift
"""What was that one, father?""",Charles Dickens
"We brought a cold Pigeon pye, a cold turkey, a cold tongue, and half a dozen Jellies with us, which we were lucky enough with the help of our Landlady, her husband, and their three children, to get rid of, in less than two days after our arrival.",Jane Austen
"“Why should they, poor devils”?",Rudyard Kipling
His refusal is not my grievance I could have endured that.,Mark_Twain
"‘And is it not winter now?’  And the man answered nothing, but stirred not from the threshold.",Oscar Wilde
Toward a presumably respectable white he behaves as a man and a brother.,Rudyard Kipling
"The old man muttered under his breath ""If only my sister were here!""",Lewis Caroll
[Exeunt all but Brutus.],William Shakespeare
"""It was 7-1/2 miles to the top of the hill, and they reached that at 1/4 before 7 o'clock"".",Lewis Caroll
"We, in our profession, are little else than mirrors after all, Mr. Alfred; but we are generally consulted by angry and quarrelsome people, who are not in their best looks; and it's rather hard to quarrel with us if we reflect unpleasant aspects.",Charles Dickens
"Out of the panting calm which succeeded, the guest spoke, saying, with dignity and feeling,  “This is serious.",Mark_Twain
"But the gymnast is not my favourite; he has little or no tincture of the artist in his composition; his soul is small and pedestrian, for the most part, since his profession makes no call upon it, and does not accustom him to high ideas.",Robert Louis Stevenson
"She gave me such a look, and turned away in a great passion; while I was half delighted with myself for my impertinence, and half afraid of being thought too saucy.",Jane Austen
my fears were but too fully justified; she grew gradually worse—and I daily became more alarmed for her.,Jane Austen
And when Avarice saw that a third of the multitude was dead she beat her breast and wept.,Oscar Wilde
"In these waters we were no longer strange birds, and nobody supposed we had travelled farther than from the last town.",Robert Louis Stevenson
"""I'm not sure,"" said Mr. Britain, ""that it's what would be considered good philosophy.",Charles Dickens
"How Jack got up his head in the North, and put himself in possession of a whole canton, to the great discontent of Martin, who finding also that some of Jack’s friends were allowed to live and get their bread in the south parts of the country, grew highly discontented with the new landlord he had called in to his assistance.",Jonathan Swift
"Hostess to Maria If the gentry in the Lion should want beds, shew them number 9.",Jane Austen
"Bombast and buffoonery, by nature lofty and light, soar highest of all, and would be lost in the roof if the prudent architect had not, with much foresight, contrived for them a fourth place, called the twelve-penny gallery, and there planted a suitable colony, who greedily intercept them in their passage.",Jonathan Swift
"Thy mother dwells not in this city.’  And another, who held a yellow banner in his hand, said to him, ‘Who is thy mother, and wherefore art thou seeking for her?’  And he answered, ‘My mother is a beggar even as I am, and I have treated her evilly, and I pray ye to suffer me to pass that she may give me her forgiveness, if it be that she tarrieth in this city.’  But they would not, and pricked him with their spears.",Oscar Wilde
"For I have remarked many a towardly word to be wholly neglected or despised in discourse, which hath passed very smoothly with some consideration and esteem after its preferment and sanction in print.",Jonathan Swift
"Another achieves the same enterprise, but unluckily timing it, has left the brand of madness fixed as a reproach upon his memory.",Jonathan Swift
"She was as dead an old woman as ever I saw; no more than bone and parchment, curiously put together.",Robert Louis Stevenson
I shall have glory by this losing day More than Octavius and Mark Antony By this vile conquest shall attain unto.,William Shakespeare
"Or perhaps they have never got accustomed to the speed and fury of the river’s flux, or the miracle of its continuous body.",Robert Louis Stevenson
‘Thou couldst not believe how marvellous a place it was.,Oscar Wilde
"Not that I will pretend to assert that these uncertain and unequal Amusements are in the least Degree unpleasing to me; on the contrary I enjoy them extremely and should enjoy them even more, were I not certain that every appearance I make in Public but rivetts the Chains of those unhappy Beings whose Passion it is impossible not to pity, tho’ it is out of my power to return.",Jane Austen
"Then, no doubt, the data are equivalent to 77 pensioners with one wound each, and a half-pensioner with a half-wound.",Lewis Caroll
WITH THE CALCUTTA POLICE.,Rudyard Kipling
COBBLER.,William Shakespeare
Here we are in Bentinck Street and you can be driven to the Great Eastern in a few minutes.,Rudyard Kipling
"But Martin, who at this time happened to be extremely phlegmatic and sedate, begged his brother, of all love, not to damage his coat by any means, for he never would get such another; desired him to consider that it was not their business to form their actions by any reflection upon Peter’s, but by observing the rules prescribed in their father’s will.",Jonathan Swift
“Omnium deorum Boream maxime celebrant”.,Jonathan Swift
“What a beautifull sky!,Jane Austen
"And now ""descend, ye classic Nine!""",Lewis Caroll
"“Why, the fourth dimension's foolishness to him”.",Mark_Twain
"said I. I am very sorry for it, for unexceptionable as you are in every respect, with a pretty Estate capable of Great improvements, and an excellent House tho’ somewhat out of repair, yet who can hope to aspire with success to the adorable Henrietta who has had an offer from a Colonel and been toasted by a Baronet”—“That I have—” cried I.",Jane Austen
"The old gentleman in the blouse stole into the coach-house, and somewhat irrelevantly informed the Cigarette that he was the father of the three girls and four more: quite an exploit for a Frenchman.",Robert Louis Stevenson
FIRST CITIZEN.,William Shakespeare
"Crop-headed children spat upon us from the bridges as we went below, with a true conservative feeling.",Robert Louis Stevenson
"He instanced, as a cognate matter, the action of the tides, ‘which,’ said he, ‘was altogether designed for the confusion of canoeists, except in so far as it was calculated to minister to a barren vanity on the part of the moon.’  At the last lock, some little way out of Landrecies, I refused to go any farther; and sat in a drift of rain by the side of the bank, to have a reviving pipe.",Robert Louis Stevenson
It is an ethnological museum where all the specimens are playing comedies and tragedies.,Rudyard Kipling
"‘And I said to the priest, “Where is the god”?",Oscar Wilde
"I shall have the pleasure of canvassing you for the county, one of these fine mornings"".",Charles Dickens
"Warden: your own property, by the bye.",Charles Dickens
"Enter Flavius, Marullus and a throng of Citizens.",William Shakespeare
"The money of this island is heavy, gentlemen, but it costs little, as you may guess.",Lewis Caroll
"But I have paid all this money, look you, and paddled all these strokes, for no other purpose than to be abroad; and yet you keep me at home with your perpetual communications.",Robert Louis Stevenson
"“That is another point (replied he;) We must not pretend to determine on what motive the person may knock—tho’ that someone does rap at the door, I am partly convinced”.",Jane Austen
"I advise, therefore, the courteous reader to peruse with a world of application, again and again, whatever I have written upon this matter.",Jonathan Swift
"Let it not, Brutus.",William Shakespeare
And so I return with great alacrity to pursue a more important concern.,Jonathan Swift
"; and that one glass of lemonade, 4 sandwiches, and 10 biscuits, cost 1s.",Lewis Caroll
"Where this people finds the secret of its pretty speeches, I cannot imagine; unless the secret should be no other than a sincere desire to please?",Robert Louis Stevenson
"“Brutus, thou sleep’st: awake”!",William Shakespeare
"Ha, ha!",William Shakespeare
Adeiu Laura.,Jane Austen
"She always wore short sleeves, and always had, by some accident, grazed elbows, in which she took so lively an interest that she was continually trying to turn them round and get impossible views of them.",Charles Dickens
Some of the Mounted Police are going out into the great darkness.,Rudyard Kipling
"I therefore fly for justice and relief into the hands of that great rectifier of saddles and lover of mankind, Dr. Bentley, begging he will take this enormous grievance into his most modern consideration; and if it should so happen that the furniture of an ass in the shape of a second part must for my sins be clapped, by mistake, upon my back, that he will immediately please, in the presence of the world, to lighten me of the burthen, and take it home to his own house till the true beast thinks fit to call for it.",Jonathan Swift
"What with the guns and the thunder, the herds were all frightened in the Golden Valley.",Robert Louis Stevenson
"asked the forlorn lunatic, eagerly.",Mark_Twain
"Why should I feel it more, why should it wound me deeper than those I have experienced before?",Jane Austen
"Of the remaining 28, no less than 26 have sent in accidental solutions, and therefore fall short of the highest honours.",Lewis Caroll
"""And what's the matter with you?""",Charles Dickens
"This process might have been carried on through the whole of the Tertiary Period, without gratifying one single Megatherium.)",Lewis Caroll
"“I remember it perfectly well,” said the third.",Jonathan Swift
“Tommy Potts”.,Jonathan Swift
"By this Marriage he had two sons and two daughters, the elder of which Daughters was married to the King of Scotland and had the happiness of being grandmother to one of the first Characters in the World.",Jane Austen
"At sight of these two dainty little boats, with a fluttering Union Jack on each, and all the varnish shining from the sponge, they began to perceive that they had entertained angels unawares.",Robert Louis Stevenson
These things are not pleasant to listen to while the hungry-eyed men in the bad clothes lounge and scratch and loaf behind the railing.,Rudyard Kipling
"Some of the boys winced, and Ferguson said,  “I'm afraid Archy's going to catch it now”.",Mark_Twain
He has heard all this before somewhere yea; even down to J. S. Mill and the references to the “true interests of the ratepayers”.,Rudyard Kipling
Several of the company dropped upon their knees and did their best to see.,Mark_Twain
"At home they, the other men, our equals, have at their disposal all that town can supply the roar of the streets, the lights, the music, the pleasant places, the millions of their own kind, and a wilderness full of pretty, fresh-colored Englishwomen, theatres, and restaurants.",Rudyard Kipling
"To convince you of this, I must inform you that she has a very fine complexion and very pretty features, that she already knows the two first letters in the Alphabet, and that she never tears her frocks—.",Jane Austen
"Although I have been acquainted with this charming Woman above fifteen Years, yet I never before observed how lovely she is.",Jane Austen
The world has many fairer than she is.,Oscar Wilde
"You must give three oughts to one or two pictures, two oughts to three or four, and one ought to eight or nine.",Lewis Caroll
All Noyon is blotted out for me by these superior memories; and I do not care to say more about the place.,Robert Louis Stevenson
"my dear Musgrove you cannot think how impatiently I wait for the death of my Uncle and Aunt—If they will not Die soon, I beleive I shall run mad, for I get more in love with you every day of my Life.",Jane Austen
"He deals in a pernicious kind of writings called “Second Parts,” and usually passes under the name of “The Author of the First”.",Jonathan Swift
I was sure your lordship did not give it me.,William Shakespeare
"“An please your worships,” said he, “my Lord C— and Sir J. W. had linings out of this very piece last night; it takes wonderfully, and I shall not have a remnant left enough to make my wife a pin-cushion by to-morrow morning at ten o’clock”.",Jonathan Swift
“I never heard that he did”.,Jane Austen
"""That nasty office,"" said Mrs. Craggs.",Charles Dickens
"He would lap a piece of it about a sore toe; or, when he had fits, burn two inches under his nose; or, if anything lay heavy on his stomach, scrape off and swallow as much of the powder as would lie on a silver penny—they were all infallible remedies.",Jonathan Swift
"‘Show it to me, for the house is bare, and we have need of many things.’  And he drew the cloak back, and showed her the sleeping child.",Oscar Wilde
"We’ll hear him, we’ll follow him, we’ll die with him.",William Shakespeare
"Bitter, bitter was his joy, and full of strange gladness was his pain.",Oscar Wilde
A gracious change had come over Benjamin from head to foot.,Charles Dickens
my Soul”!,Jane Austen
"He thought that he was standing in a long, low attic, amidst the whir and clatter of many looms.",Oscar Wilde
"The speaker is a slight, spare native in a flat hat-turban, and a black alpaca frock-coat.",Rudyard Kipling
to visit alone”.,Rudyard Kipling
What d’ye lack?,Oscar Wilde
"He lowered the ladder, and the boy dragged himself weakly up it.",Mark_Twain
"She was a fair Kentish maiden, sent out, at a cost of five hundred pounds, English money, under the captain’s charge, to wed the man of her choice, and he knew Clive well, had had dealings with Omichand, and talked to men who had lived through the terrible night in the Black Hole.",Rudyard Kipling
"This leads to the formation of blatantly self-satisfied judgments, which may be quite as wrong as the cramping system with which we have encompassed ourselves.",Rudyard Kipling
"Clara murmured dreamily, as they passed the long rows of weather-beaten heroes basking in the sun.",Lewis Caroll
I must speak to him.,Charles Dickens
"A glare of light on the stair-head, a clink of innumerable bangles, a rustle of much fine gauze, and the Dainty Iniquity stands revealed, blazing literally blazing with jewelry from head to foot.",Rudyard Kipling
